,Smiles_Solute,Smiles_Solvent,Smiles_Merged,LogS,Source
1035,c1ccc(cc1)C(=O)N=[N+]=[N-],CCO,CC1~O=C(N=[N+]=[N-])(c2ccccc2)~O1,0.008276759,BNNLabs
1036,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N1CCNCC1)C(F)=C2,CC(=O)C,CCn1cc(C2(=O)~O=C(C)(C)~O2)c(=O)c2cc(F)c(N3CCNCC3)nc21,-2.028466869,BNNLabs
1037,O=C1NC(=O)c2ccccc21,CO,O=C1c2ccccc2C2(=O)~OC~N12,-2.889410289700751,BigSolDB
1038,CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CCO,CCO1~C(C)O~c2([N+](=O)[O-])cc([N+](=O)[O-])cc([N+](=O)[O-])c21,-1.290243154,BNNLabs
1039,O=C(O)c1ccccc1,CCCCO,CCCC1~OC(=O)(c2ccccc2)~O1,-0.9362914406085826,BigSolDB
1040,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,CC(C)O,C[C@@H](O)[C@H]1C(=O)N2C3=C(SC4Cn5cnc(~OC(C)(C)~O=C3[O-])[n+]5C4)[C@H](C)[C@H]12,-5.176656209179352,BigSolDB
1041,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,CCCO,CCC1~o2nc(c3ccc(F)cc32)C2CCN(CCc3c(C)nc4n(c3(=O)~O1)CCCC4)CC2,-2.856985199745905,BigSolDB
1042,NC1CCSC1=O,CC#N,CC1~NC2CCSC2(=O)~N#1,-4.346787486224656,BigSolDB
1043,Cc1cc(Cl)cc(C(=O)O)c1N,CCO,Cc1cc(Cl)cc(C2(=O)~OC(C)~O2)c1N,-2.1497827582016105,BigSolDB
1044,O=C(OCC(COC(=O)C1=CC=C(C=C1)N(=O)=O)OC(=O)C1=CC=CC=C1)C1=CC=C(C=C1)N(=O)=O,CC(=O)C,CC1(C)~O(C(=O)c2ccc([N+](=O)[O-])cc2)CC(COC(=O)c2ccc([N+](=O)[O-])cc2)OC(=O)(c2ccccc2)~O=1,-1.231019379,BNNLabs
1045,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CC(C)O,CC1CN(c2c(F)cc3c(=O)c4cn(C5CC5)c3c2O(C)~C(C)(C)O~C4(=O)O)CCN1,-3.910094888560602,BigSolDB
1046,CC1=CC=C(C=C1C)C(C1=CC(C)=C(C)C=C1)C(Cl)(Cl)Cl,CC(=O)C,Cc1ccc(C(c2ccc(C)c(C)c2)C2(Cl)(Cl)~O=C(C)(C)~Cl2)cc1C,-0.071257149,BNNLabs
1047,CN(C)Cc1c[nH]c2ccccc12,C1COCCO1,CN(C)Cc1c[nH]2~C3CO(~c24ccccc14)CCO3,-1.3323602939435892,BigSolDB
1048,CCN(CC)C(=S)SSC(=S)N(CC)CC,O,CCN(CC)C(=S)SSC1(=S)~O~N1(CC)CC,-4.86,Esol
1049,Nc1ccc(Cl)nn1,CC(C)=O,CC1(C)~Nc2ccc(Cl)(~O=1)nn2,-2.471546108402356,BigSolDB
1050,C=CC(=O)NC(C)(C)CS(=O)(=O)O,CCCO,C=CC(=O)N1~C(CC)O~S(=O)(=O)(O)CC1(C)C,-2.3993537643376057,BigSolDB
1051,Cc1cc([N+](=O)[O-])ccc1N,CC(C)O,Cc1cc2([N+](=O)[O-])~OC(C)(C)~Nc1cc2,-2.3381873144627385,BigSolDB
1052,NC1CCSC1=O,CCOC(C)=O,CCO1~C2(=O)SCCC2N~C1(C)=O,-3.623423042943488,BigSolDB
1053,NS(O)(=O)=O,CC(=O)C,CC1(C)~OS(N)(=O)(=O)~O=1,-1.490265876,BNNLabs
1054,O=P1(Oc2ccccc2)OCC2(CO1)COP(=O)(Oc1ccccc1)OC2,CO,O=P1(Oc2ccccc2)OCC2(CO1)COP1(=O)(~OC~O1c1ccccc1)OC2,-2.567030709125594,BigSolDB
1055,OCC(CO)(CO)CO,CC(C)O,CC1(C)~OCC(CO)(CO)(CO)~O1,-3.229663558904851,BigSolDB
1056,CC(C)c1ccc(NC(=O)N(C)C)cc1,O,CC(C)c1ccc(NC2(=O)~O~N2(C)C)cc1,-3.536,Esol
1057,O=C1NC(=O)c2ccccc21,CCCCO,CCCC1~N2C(=O)c3ccccc3C2(=O)~O1,-2.7796303675486054,BigSolDB
1058,O=C(O)c1cc2ccccc2cc1O,CCOC(C)=O,CCO1~C(=O)(O)c2cc3ccccc3cc2O~C1(C)=O,-1.6544302439436078,BigSolDB
1059,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,CCOC(C)=O,CCO1~C2N([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])CN2[N+]([O-])=O~C1(C)=O,-2.87942606879415,BigSolDB
1060,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,Cc1ccccc1,c1cc(-n2c3ccccc3c3ccccc32)cc(-n23~Cc4ccc(~c25ccccc5c2ccccc23)cc4)c1,-1.5800442515102422,BigSolDB
1061,CC1(C)C[C@H]2C[C@@H]1C\C2=C/C1(C)C[C@H]2C[C@@H]1CC2(C)C,CC(=O)C,CC1(C)C[C@H]2C[C@@H]1C/C2=C1~C(C)(C)=O~C\12(C)C[C@H]1C[C@@H]2CC1(C)C,-1.204876146,BNNLabs
1062,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,O,Clc1cc2ccc1-c1ccc(Cl)c(Cl)(~O~Cl2)c1Cl,-7.8,Esol
1063,O=C1C=CC(=O)N1c1cc(F)c(Br)c(F)c1,CN(C)C=O,CN1(C)~C2(=O~C1=O)C=CC(=O)N2c1cc(F)c(Br)c(F)c1,-1.6819366650372385,BigSolDB
1064,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)O,CC1(C)~[nH]2cc(F)c(=O)[nH]c2(=O)~O1,-3.070581074285707,BigSolDB
1065,CN(C)/C=C/C(=O)c1cccnc1,CC(C)=O,CC1(C)~N(C)(C)C=CC(=O)(c2cccnc2)~O=1,-2.059483515067433,BigSolDB
1066,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,O,CCOP1(=S)SC(CCl)N2C(=O)c3ccccc3C2(=O)~O~O1CC,-6.34,Esol
1067,CC(C)c1ccc2sc3ccccc3c(=O)c2c1,CCOC(C)=O,CCO1~c2(c3ccccc3sc3ccc(C(C)C)cc32)=O~C1(C)=O,-0.7160658865433908,BigSolDB
1068,Nc1cc(Cl)ccc1C(=O)O,CCO,CC1~OC(=O)(c2ccc(Cl)cc2N)~O1,-2.002482560585275,BigSolDB
1069,COc1cc2c(cc1OC)C(=O)CC2,CCO,COc1cc2c3cc1O(C)~C(C)O~C2(=O)CC3,-2.0831251214613165,BigSolDB
1070,Nc1cc(Cl)nnc1Cl,CC(C)=O,CC1(C)~Nc2cc(Cl)nnc2(Cl)~O=1,-1.613429698299071,BigSolDB
1071,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CCCCO,CCCC1~OC2=C(C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]4C(=C(O)c5c(O)cccc5[C@@H]4C)C(=O)[C@]23O)C(N)(=O)~O1.CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,-2.500312917381596,BigSolDB
1072,CC1(C)NC(=O)NC1=O,CCOC(C)=O,CCO1~C2(=O)NC(=O)C(C)(C)N2~C1(C)=O,-1.9292235371565647,BigSolDB
1073,O=S(=O)(c1ccc(O)cc1)c1ccccc1O,CC(C)=O,CC1(C)~Oc2ccc(cc2)S(=O)(=O)(c2ccccc2O)~O=1,-0.9746941347352298,BigSolDB
1074,O=C(O)CN(CC(=O)O)CP(=O)(O)O,CC(C)O,CC1(C)~OC(=O)CN(CC(=O)O)CP(=O)(O)(O)~O1,-4.306273051076353,BigSolDB
1075,O=[N+]([O-])c1ccc(S(=O)(=O)[O-])cc1.[Na+],CCO,CC(~[O-]S(=O)(=O)c1ccc([N+](=O)[O-])cc1)O~[Na+],-2.984221243610959,BigSolDB
1076,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CC#N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1N(c1nccc(-c2cccnc2)n1)~C(C)#N~S(C)(=O)(=O)O,-4.962573502059376,BigSolDB
1077,N[C@H](CC(=O)O)C(=O)O,CC(C)O,CC1(C)~OC(=O)C[C@@H](N)C(=O)(O)~O1,-3.678608721688311,BigSolDB
1078,C/C=C/C=C/C(=O)O,CC(C)=O,C/C=C/C=C/C1(=O)~O=C(C)(C)~O1,-1.3225755622987525,BigSolDB
1079,CC(=Cc1ccco1)C=NNC(=O)N,CCO,CC1=Cc2ccco2~C(C)O~C(N)(=O)NN=C1,-2.071174513,BNNLabs
1080,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CCCO,CCC1~O(CCCCc2nnnn2C2CCCCC2)c2ccc3c(c2)CCC(=O)(~O1)N3,-3.686132779630847,BigSolDB
1081,O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,O,O=C1c2ccc3([N+](=O)[O-])~O~N1C(=O)c2c3,-3.97798426018228,BigSolDB
1082,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,CC(C)=O,CC1(C)~OC(=O)(c2ccccc2)~O=1.Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,-2.587539452570039,BigSolDB
1083,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CO,CC(C)(C)C1(CCc2ccc(Cl)cc2)Cn2cnc(~OC~O1)n2,-1.8133261325002548,BigSolDB
1084,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CC#N,COC(=O)C1CC(=O)C(C2(=O)~N#C(C)~O2C)CC1=O,-3.0530567293021744,BigSolDB
1085,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,O,NS(=O)(=O)c1cc(C23NC(=O)(~O~O2)c2ccccc23)ccc1Cl,-3.451,Esol
1086,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,O,O=C1C2CC=CCC2C2(~O~O=2)N1SC(Cl)(Cl)C(Cl)Cl,-5.4,Esol
1087,c1ccc(-c2nnn[nH]2)cc1,CO,c1ccc(-c23~OC~[nH]2nnn3)cc1,-1.80771138743188,BigSolDB
1088,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,CCOC(C)=O,CCO1~C(N)(=O)C2=C(O~C1(C)=O)[C@@H](N(C)C)[C@@H]1C[C@@H]3Cc4c(N(C)C)ccc(O)c4C(=O)C3=C(O)[C@]1(O)C2=O.Cl,-5.327902142064283,BigSolDB
1089,CC(=O)Nc1ccc(O)cc1,O,CC1(=O)~O~Oc2ccc(cc2)N1,-1.03,Esol
1090,Nc1ccc(S(N)(=O)=O)cc1,CC(C)=O,CC1(C)~Nc2ccc(cc2)S(N)(=O)(=O)~O=1,-1.0801325234514323,BigSolDB
1091,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,CCOC(C)=O,CCO1~C(N)(=O)c2cc(C(O)CNC(C)CCc3ccccc3)ccc2O~C1(C)=O.Cl,-3.9355420107730814,BigSolDB
1092,c1ccc(c(c1)N)[N+](=O)[O-],CCO,CC1~Nc2ccccc2([N+](=O)[O-])~O1,0.202103636,BNNLabs
1093,N#CCC(N)=O,CN(C)C=O,CN1(C)~C(=O)(CC#N)N~C1=O,-0.5960220363306452,BigSolDB
1094,CC(C)CCC(C)(C)C,O,CC1CCC(C)(C)(C)~O~C1,-5.05,Esol
1095,c1ccccc1(OC(=O)NC),O,CNC1(=O)~O~O1c1ccccc1,-1.803,Esol
1096,CNC(=O)ON=C(SC)C(=O)N(C)C,O,CNC1(=O)~O~N(C)(C)C(=O)C(SC)=NO1,0.106,Esol
1097,Nc1cc(-c2ccncc2)c[nH]c1=O,CCO,CC1~Nc2cc(-c3ccncc3)c[nH]c2(=O)~O1,-4.576099081471583,BigSolDB
1098,CC(C)C=C,O,CC1(C)~O~C=C1,-2.73,Esol
1099,O=c1cc(-c2ccccc2)c2cc(O)c(O)cc2o1,CC(C)=O,CC1(C)~Oc2cc3c(-c4ccccc4)cc(=O)(~O=1)oc3cc2O,-2.6579723119125283,BigSolDB
1100,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,CCOC(C)=O,CCO1~C2(=O)C(=O)C3=C(c4ccccc42)O(~C1(C)=O)C(C)(C)CC3,-2.069050968832477,BigSolDB
1101,COC(=O)c1ccc(C(=O)OC)cc1,CO,COC(=O)c1ccc(C2(=O)~OC~O2C)cc1,-3.1061273212049185,BigSolDB
1102,c1cc2c(cc1C=O)OCO2,CCO,CC1~O2c3ccc(C=O)cc3OC2~O1,0.823520944,BNNLabs
1103,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C=CC2=C1OC=C(C2=O)C1=CC=C(O)C=C1,CC(=O)C,CC1(C)~Oc2ccc(cc2)-c2coc3c([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)ccc3c2(=O)~O=1,-1.552847631,BNNLabs
1104,N#Cc1ccncc1,CC(C)=O,CC1(C)~n2ccc(cc2)C(#N)~O=1,-0.8728952016351923,BigSolDB
1105,N[C@H](Cc1c[nH]cn1)C(=O)O,CCO,CC1~OC(=O)([C@H](N)Cc2c[nH]cn2)~O1,-3.596022036330645,BigSolDB
1106,O=Cc1cccc([N+](=O)[O-])c1,CN(C)C=O,CN1(C)~c2([N+](=O)[O-])cccc(c2)C=O~C1=O,-0.4894549897933878,BigSolDB
1107,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CC(C)=O,CC(C)O1~C(C)(C)=O~c2(=O)c(-c3ccccc3)coc3cc1ccc32,-2.069764347233715,BigSolDB
1108,Cc1cnc(C(=O)O)cn1,CCOC(C)=O,CCO1~C(=O)(c2cnc(C)cn2)O~C1(C)=O,-5.3655227298392685,BigSolDB
1109,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,CC#N,CC(=O)[C@@]1(O2~C(C)#N~C2(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,-3.624080456295351,BigSolDB
1110,c1ccc2c(c1)c1CCN3C[C@@H]4CC[C@@H]([C@@H]([C@H]4C[C@H]3c1[nH]2)C(=O)O)O,CCO,CC1~OC(=O)([C@@H]2[C@H]3C[C@H]4c5[nH]c6ccccc6c5CCN4C[C@@H]3CC[C@@H]2O)~O1,-2.122892155,BNNLabs
1111,C[n+]1ccn(CCOCCn2cc[n+](C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,CCO,CC1~O(CCn2cc[n+](C)c2)CCn2cc[n+](C)c2~O1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,-4.494850021680094,BigSolDB
1112,N[C@@H](CS)C(=O)O,CC#N,CC1~OC(=O)([C@@H](N)CS)~N#1,-5.0,BigSolDB
1113,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1N(=O)=O)N(=O)=O,CCO,CC1~N(c2ccccc2)(c2ccccc2)c2ccc(cc2)/N=N/c2ccc([N+](=O)[O-])cc2([N+](=O)[O-])~O1,-3.22184875,BNNLabs
1114,c1cc(ccc1S(=O)(=O)N)S(=O)(=O)N,CCO,CC1~NS(=O)(=O)(c2ccc(S(N)(=O)=O)cc2)~O1,-1.771354104,BNNLabs
1115,O=c1cc(CBr)c2ccccc2[nH]1,Cc1ccccc1,O=c12~c3ccc(cc3)C~[nH]1c1ccccc1c(CBr)c2,-4.823908740944319,BigSolDB
1116,c1ccc2c(c1)sc1ccccc12,CCCO,CCC1~s2c3ccccc3c3ccccc32~O1,-2.1870866433571443,BigSolDB
1117,Cc1ccc(N)c([N+](=O)[O-])c1,CCCO,CCC1~Nc2ccc(C)cc2([N+](=O)[O-])~O1,-1.95506845385084,BigSolDB
1118,COc1cc([N+](=O)[O-])ccc1N,C1COCCO1,CO1~C2CO(~c3([N+](=O)[O-])ccc(N)c1c3)CCO2,-1.3954499674287386,BigSolDB
1119,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,CC(C)O,CC1(C)~Oc2ccc(cc2)-c2coc3cc(ccc3c2=O)OC2(~O1)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,-3.795880017344075,BigSolDB
1120,Oc1ccc(OCc2ccccc2)cc1,CC(C)O,CC1(C)~Oc2ccc(OCc3ccccc3)(~O1)cc2,-1.4994890894736628,BigSolDB
1121,CNC(=O)Oc1ccccc1OC(C)C,O,CNC1(=O)~O~O(C(C)C)c2ccccc2O1,-2.05,Esol
1122,CCCCN(CC)C(=O)SCCC,O,CCCCN1(CC)~O~C1(=O)SCCC,-3.53,Esol
1123,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,CO,CC[C@]1(O)c2cc3n(c(=O)c2CO2~CO~C21=O)Cc1cc2ccccc2nc1-3,-4.896196279044043,BigSolDB
1124,CCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,CC(=O)C,CCC(=O)N(c1ccc(N(C)C)cc1)C1(=O)~O=C(C)(C)~N(C)(C)c2ccc(cc2)N1,-2.292959938,BNNLabs
1125,O=C(O)c1cccc(Cl)c1C(=O)c1ccccc1,CCOC(C)=O,CCO1~C(=O)(c2cccc(Cl)c2C(=O)c2ccccc2)O~C1(C)=O,-2.263922362996054,BigSolDB
1126,O=C[C@H](O)[C@H](O)[C@H](O)CO,CC(C)O,CC1(C)~OC[C@@H](O)[C@@H](O)[C@@H](O)C(=O)~O1,-2.340492628243271,BigSolDB
1127,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,O,CC12CCC3(=O)~O~OC4CCC5C(CCC1C3)C2CCC45C,-4.743,Esol
1128,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(=O)cc(-c5ccccc5O)oc4c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CC(C)=O,C[C@@H]1O[C@@H](OC[C@H]2OC3(~O=C(C)(C)~Oc4ccccc4-c4cc(=O)c5c(O)cc(cc5o4)O3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,-5.091514981121351,BigSolDB
1129,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,CC(=O)C,Cc1ccc(-c2cc3nn2(-c2ccc(S(N)(=O)=O)cc2)~C(C)(C)=O~C3(F)(F)F)cc1,0.23155772,BNNLabs
1130,Cc1c[nH]c2ccccc12 ,O,Cc1c[nH]2~O~c23ccccc13,-2.42,Esol
1131,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CC(C)O,CN1C2=C(O~C(C)(C)O~C2(=O)Nc2ccccn2)c2sccc2S1(=O)=O,-4.202732459169283,BigSolDB
1132,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CCCO,CCC1~[nH]2c(=O)cnn(-c3cc(Cl)c(C(C#N)c4ccc(Cl)cc4)c(Cl)c3)c2(=O)~O1,-2.9292235371565654,BigSolDB
1133,NC(=O)c1ccc([N+](=O)[O-])cc1,CCCCO,CCCC1~NC(=O)c2ccc([N+](=O)[O-])(~O1)cc2,-3.34736693191689,BigSolDB
1134,C[N+](C)(C)CC(=O)[O-],CC(C)O,CC1(C)~O=C([O-])C([N+](C)(C)C)~O1,-2.3387553910406664,BigSolDB
1135,CCCOC(=O)c1ccc(O)cc1,CCCCO,CCCOC1(=O)~OC(CCC)~Oc2ccc1cc2,-0.8738685927380156,BigSolDB
1136,NC(N)=NC#N ,O,N#C1~O~NC(N)=N1,-0.31,Esol
1137,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CCOC(C)=O,CCO1~C(=O)(OC(C)C)C2=C(C)NC(C)=C(C(=O)O(CCOC)~C1(C)=O)C2c1cccc([N+](=O)[O-])c1,-2.896538377905295,BigSolDB
1138,C1CN2CCN1CC2,CC(=O)C,CC1(C)~N23CCN(CC2)C(~O=1)C3,-0.041083069,BNNLabs
1139,C([C@@H]1[C@H]([C@@H]([C@@H](C(O)O1)O)O)O)O,CCO,CC1~OC[C@H]2OC(O)(~O1)[C@@H](O)[C@@H](O)[C@@H]2O,-1.224872541,BNNLabs
1140,FC1=CC=C(NC(=O)C2=C(OC3=CC(=CC=C3)C(F)(F)F)N=CC=C2)C(F)=C1,CC(=O)C,CC1(C)~O(c2ncccc2C(=O)Nc2ccc(F)cc2F)c2cccc(c2)C(F)(F)(F)~O=1,-0.595827879,BNNLabs
1141,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,CC(=O)C,CC[C@H](C)C1(=O)~O=C(C)(C)~O2C(=O)C[C@H](O)C[C@H]2CC[C@@H]2[C@@H]3C(=C[C@H](C)C[C@@H]3O1)C=C[C@@H]2C,-0.778343399,BNNLabs
1142,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(=O)cc(-c5ccccc5O)oc4c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCCCO,CCCC1~Oc2ccccc2-c2cc(=O)c3c(O)cc(cc3o2)OC2(~O1)O[C@H](CO[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)[C@@H](O)[C@H](O)[C@H]2O,-5.045757490560675,BigSolDB
1143,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,O,CC(C)CCCCCOC(=O)c1ccccc1C1(=O)~O~O1CCCCCC(C)C,-6.6370000000000005,Esol
1144,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CCO,CC1~O(c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2([N+](=O)[O-])~O1,-1.928721723,BNNLabs
1145,O=P1(O)OCC2(CO1)COP(=O)(O)OC2,C1COCCO1,O=P1(O)OCC2(CO1)COP1(=O)(~O3CCOC(~O1)C3)OC2,-3.6020599913279625,BigSolDB
1146,CC(C)c1ccc(C)cc1,O,Cc1ccc2cc1~O~C2(C)C,-3.77,Esol
1147,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,CCO,CC1~[nH]2c(=O)n(c3ccccc32)CCCN2CCC(CC2)n2c3ccc(Cl)cc3[nH]c2(=O)~O1,-4.729787145103757,BigSolDB
1148,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,O,CN(C)C(=O)Nc1cccc(O2~O~C2(=O)NC(C)(C)C)c1,-2.93,Esol
1149,CCCCOC(=O)c1ccc(N)cc1,O,CCCCO1~O~C1(=O)c1ccc(N)cc1,-3.082,Esol
1150,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,O,CCC1(=O)~O~O1C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.37,Esol
1151,CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,CCO,CCOC1(=O)~OC(C)~O(CC)C(=O)Cc2c1sc(N)c2C#N,-2.509339346643863,BigSolDB
1152,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,CN(C)C=O,CCc1ccc(CCO2~C(=O)N(C)(C)~C3(=O)NC(=O)C(Cc4ccc2cc4)S3)nc1.Cl,-1.7925083566651951,BigSolDB
1153,O=C([O-])/C=C/C(=O)O.[Na+],CCOC(C)=O,CCO(~[Na+])C(C)(=O)~O=C([O-])/C=C/C(=O)O,-4.005243055412372,BigSolDB
1154,O=C(O)c1ccc(O)c(O)c1,CO,O=C1(O)~OC~Oc2ccc1cc2O,-1.4718549217468937,BigSolDB
1155,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc([N+](=O)[O-])cc1,CN(C)C=O,CN1(C)~c2([N+](=O)[O-])cccc(c2)-c2ccc(/C=C/C(=O)c3ccc([N+](=O)[O-])cc3)o2~C1=O,-2.624519285381428,BigSolDB
1156,O=C(O)[C@@H]1CSCN1,CC(C)=O,CC1(C)~OC(=O)([C@@H]2CSCN2)~O=1,-3.744727494896694,BigSolDB
1157,c1cc(ccc1O)O,CCO,CC1~Oc2ccc(O)(~O1)cc2,0.533701714,BNNLabs
1158,CC(C)[C@@](CC[C@](C)(C(=O)O)O)(C(=O)O)O,CCO,CC(C)[C@@]1(O)CC[C@@](C)(O)C(=O)O~C(C)O~C1(=O)O,-0.749541691,BNNLabs
1159,CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1,C1COCCO1,CCc1ccc(C(=O)c2ccccc2C2(=O)~O3CCOC(~O2)C3)cc1,-2.3767507096021,BigSolDB
1160,O=C(O)[C@@H]1C[C@@H](O)CN1,CCCCO,CCCC1~OC(=O)([C@@H]2C[C@@H](O)CN2)~O1,-4.055517327849832,BigSolDB
1161,C[C@H](N)C(=O)O,O,C[C@H](N)C1(=O)~O~O1,-1.5548162852038885,BigSolDB
1162,O=C(O)CC(O)(CC(=O)O)C(=O)O,O,O=C(O)CC1(O)CC(=O)O~O~C1(=O)O,-1.0154726866562074,BigSolDB
1163,O=Cc1ccco1,O,O=C1~O~o2cccc21,-0.1,Esol
1164,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,CC#N,CC1~OC[C@H]([C@H](O)c2ccc(S(C)(=O)=O)cc2)NC(=O)(C(Cl)Cl)~N#1,-4.099196065189631,BigSolDB
1165,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,CCOC(C)=O,CCO1~C(=O)(NC)c2cc(ccn2)O(c2ccc(N)cc2)~C1(C)=O,-1.2455752107227414,BigSolDB
1166,CCCCS(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,CCO,CCCCS(=O)(=O)NNC1(=O)~OC(C)~OC1(c1ccccc1)c1ccccc1,-0.298151846,BNNLabs
